tss_id,chromosome,coordinate,strand,sigma_factor,resolution,data_source,pubmed_references
BSGatlas-TSS-2033,basu168,2585361,-,F,22,Nicolas et al.,
BSGatlas-TSS-2034,basu168,2586105,-,A,22,Nicolas et al.,
BSGatlas-TSS-2035,basu168,2586175,-,B,22,Nicolas et al.,
BSGatlas-TSS-2036,basu168,2586780,+,A,22,Nicolas et al.,
BSGatlas-TSS-2037,basu168,2586996,-,B,22,Nicolas et al.,
BSGatlas-TSS-2038,basu168,2588443,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2039,basu168,2588470,-,A,22,Nicolas et al.,
BSGatlas-TSS-2040,basu168,2588674,+,E,0,DBTBS,"12662922,17962296"
BSGatlas-TSS-2041,basu168,2589046,+,A,22,Nicolas et al.,
BSGatlas-TSS-2042,basu168,2590706,-,F,22,Nicolas et al.,
BSGatlas-TSS-2043,basu168,2590765,+,A,22,Nicolas et al.,
BSGatlas-TSS-2044,basu168,2591960,-,A,22,Nicolas et al.,
BSGatlas-TSS-2045,basu168,2592917,+,E,22,Nicolas et al.,
BSGatlas-TSS-2046,basu168,2592928,-,A,22,Nicolas et al.,
BSGatlas-TSS-2047,basu168,2592962,+,K,22,Nicolas et al.,
BSGatlas-TSS-2048,basu168,2594229,-,G,0,DBTBS,"12486072,17962296"
BSGatlas-TSS-2049,basu168,2595547,-,A,22,Nicolas et al.,
BSGatlas-TSS-2050,basu168,2595625,+,K,22,Nicolas et al.,
BSGatlas-TSS-2051,basu168,2596439,+,A,22,Nicolas et al.,
BSGatlas-TSS-2052,basu168,2599375,-,A,22,Nicolas et al.,
BSGatlas-TSS-2053,basu168,2599914,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2054,basu168,2599924,-,A,22,Nicolas et al.,
BSGatlas-TSS-2055,basu168,2600047,-,A,22,Nicolas et al.,
BSGatlas-TSS-2056,basu168,2600050,+,A,22,Nicolas et al.,
BSGatlas-TSS-2057,basu168,2600156,+,A,22,Nicolas et al.,
BSGatlas-TSS-2058,basu168,2602969,+,A,0,DBTBS,"9864351,17962296"
BSGatlas-TSS-2059,basu168,2603352,-,H,0,DBTBS,1698762
BSGatlas-TSS-2060,basu168,2603840,-,H,0,DBTBS,3127379
BSGatlas-TSS-2061,basu168,2603912,+,E,22,Nicolas et al.,
BSGatlas-TSS-2062,basu168,2603970,-,E,0,DBTBS,1840586
BSGatlas-TSS-2063,basu168,2604026,-,A,0,DBTBS,3298998
BSGatlas-TSS-2064,basu168,2604053,-,A,0,DBTBS,3298998
BSGatlas-TSS-2065,basu168,2604066,-,A,0,DBTBS,"10411753,17962296"
BSGatlas-TSS-2066,basu168,2605732,-,A,22,Nicolas et al.,
BSGatlas-TSS-2067,basu168,2608912,+,E,22,Nicolas et al.,
BSGatlas-TSS-2068,basu168,2608922,-,A,22,Nicolas et al.,
BSGatlas-TSS-2069,basu168,2611378,-,A,0,DBTBS,"6330116,2526291,2425291,17962296"
BSGatlas-TSS-2070,basu168,2614281,+,E,22,Nicolas et al.,
BSGatlas-TSS-2071,basu168,2615524,-,A,22,Nicolas et al.,
BSGatlas-TSS-2072,basu168,2615611,-,B,22,Nicolas et al.,
BSGatlas-TSS-2073,basu168,2615826,-,F,22,Nicolas et al.,
BSGatlas-TSS-2074,basu168,2619832,-,W,22,Nicolas et al.,
BSGatlas-TSS-2075,basu168,2620485,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2076,basu168,2620620,-,A,22,Nicolas et al.,
BSGatlas-TSS-2077,basu168,2620683,+,E,22,Nicolas et al.,
BSGatlas-TSS-2078,basu168,2625840,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2079,basu168,2628555,-,Unknown,0,DBTBS,"1339421,8012595"
BSGatlas-TSS-2080,basu168,2629682,-,A,0,DBTBS,"1339421,9023197"
BSGatlas-TSS-2081,basu168,2629819,-,Unknown,0,DBTBS,1339421
BSGatlas-TSS-2082,basu168,2630734,-,F,22,Nicolas et al.,
BSGatlas-TSS-2083,basu168,2632785,-,A,0,DBTBS,"9371469,17962296"
BSGatlas-TSS-2084,basu168,2634464,-,E,0,DBTBS,"7836306,17962296"
BSGatlas-TSS-2085,basu168,2635635,-,F,0,DBTBS,"1840582,17962296"
BSGatlas-TSS-2086,basu168,2635726,+,A,22,Nicolas et al.,
BSGatlas-TSS-2087,basu168,2637180,-,A,22,Nicolas et al.,
BSGatlas-TSS-2088,basu168,2637336,+,A,22,Nicolas et al.,
BSGatlas-TSS-2089,basu168,2637576,-,K,22,Nicolas et al.,
BSGatlas-TSS-2090,basu168,2640483,-,A,22,Nicolas et al.,
BSGatlas-TSS-2091,basu168,2641168,+,E,22,Nicolas et al.,
BSGatlas-TSS-2092,basu168,2641193,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2093,basu168,2642033,-,A,0,DBTBS,"7968523,17962296"
BSGatlas-TSS-2094,basu168,2647036,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2095,basu168,2647372,+,A,0,DBTBS,"11207367,17962296"
BSGatlas-TSS-2096,basu168,2647673,-,A,22,Nicolas et al.,
BSGatlas-TSS-2097,basu168,2647872,-,K,22,Nicolas et al.,
BSGatlas-TSS-2098,basu168,2648686,-,A,22,Nicolas et al.,
BSGatlas-TSS-2099,basu168,2648818,-,B,22,Nicolas et al.,
BSGatlas-TSS-2100,basu168,2649061,+,B,22,Nicolas et al.,
BSGatlas-TSS-2101,basu168,2649669,-,K,0,DBTBS,"10515909,17962296"
BSGatlas-TSS-2102,basu168,2649776,+,A,22,Nicolas et al.,
BSGatlas-TSS-2103,basu168,2651581,+,A,22,Nicolas et al.,
BSGatlas-TSS-2104,basu168,2652819,-,E,22,Nicolas et al.,
BSGatlas-TSS-2105,basu168,2652954,+,E,0,DBTBS,"2841290,2492118,17962296"
BSGatlas-TSS-2106,basu168,2654984,-,E,0,DBTBS,"8300549,17962296"
BSGatlas-TSS-2107,basu168,2657687,-,A,22,Nicolas et al.,
BSGatlas-TSS-2108,basu168,2658803,-,K,22,Nicolas et al.,
BSGatlas-TSS-2109,basu168,2659166,+,A,22,Nicolas et al.,
BSGatlas-TSS-2110,basu168,2660244,+,A,22,Nicolas et al.,
BSGatlas-TSS-2111,basu168,2660296,+,H,0,DBTBS,11466295
BSGatlas-TSS-2112,basu168,2661062,+,A,22,Nicolas et al.,
BSGatlas-TSS-2113,basu168,2664454,-,A,22,Nicolas et al.,
BSGatlas-TSS-2114,basu168,2664530,+,E,22,Nicolas et al.,
BSGatlas-TSS-2115,basu168,2664732,+,B,22,Nicolas et al.,
BSGatlas-TSS-2116,basu168,2672596,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2117,basu168,2678195,+,A,0,DBTBS,16166525
BSGatlas-TSS-2118,basu168,2678565,-,A,0,BsubCyc,16166525
BSGatlas-TSS-2119,basu168,2678724,+,A,22,Nicolas et al.,
BSGatlas-TSS-2120,basu168,2679086,-,A,22,Nicolas et al.,
BSGatlas-TSS-2121,basu168,2680187,-,B,22,Nicolas et al.,
BSGatlas-TSS-2122,basu168,2683035,-,D,22,Nicolas et al.,
BSGatlas-TSS-2123,basu168,2684367,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2124,basu168,2685841,-,A,22,Nicolas et al.,
BSGatlas-TSS-2125,basu168,2688173,-,W,22,Nicolas et al.,
BSGatlas-TSS-2126,basu168,2690878,-,D,22,Nicolas et al.,
BSGatlas-TSS-2127,basu168,2690989,-,A,22,Nicolas et al.,
BSGatlas-TSS-2128,basu168,2691590,+,A,22,Nicolas et al.,
BSGatlas-TSS-2129,basu168,2693656,-,K,22,Nicolas et al.,
BSGatlas-TSS-2130,basu168,2698855,+,A,22,Nicolas et al.,
BSGatlas-TSS-2131,basu168,2700625,-,H,22,Nicolas et al.,
BSGatlas-TSS-2132,basu168,2700681,+,A,22,Nicolas et al.,
BSGatlas-TSS-2133,basu168,2701351,-,E,22,Nicolas et al.,
BSGatlas-TSS-2134,basu168,2701362,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2135,basu168,2702099,-,A,22,Nicolas et al.,
BSGatlas-TSS-2136,basu168,2705205,-,A,22,Nicolas et al.,
BSGatlas-TSS-2137,basu168,2705319,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2138,basu168,2705895,+,A,22,Nicolas et al.,
BSGatlas-TSS-2139,basu168,2708579,+,A,22,Nicolas et al.,
BSGatlas-TSS-2140,basu168,2708787,-,A,22,Nicolas et al.,
BSGatlas-TSS-2141,basu168,2709469,-,A,22,Nicolas et al.,
BSGatlas-TSS-2142,basu168,2711955,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2143,basu168,2714353,-,A,22,Nicolas et al.,
BSGatlas-TSS-2144,basu168,2714632,-,A,22,Nicolas et al.,
BSGatlas-TSS-2145,basu168,2715523,-,K,0,DBTBS,"12480901,15383836,17962296"
BSGatlas-TSS-2146,basu168,2716883,-,A,22,Nicolas et al.,
BSGatlas-TSS-2147,basu168,2716904,+,A,0,DBTBS,"10200972,17962296"
BSGatlas-TSS-2148,basu168,2720343,-,A,22,Nicolas et al.,
BSGatlas-TSS-2149,basu168,2721735,+,A,22,Nicolas et al.,
BSGatlas-TSS-2150,basu168,2724869,-,A,22,Nicolas et al.,
BSGatlas-TSS-2151,basu168,2724954,-,A,22,Nicolas et al.,
BSGatlas-TSS-2152,basu168,2725791,+,A,0,DBTBS,"9023181,17962296"
BSGatlas-TSS-2153,basu168,2726443,+,E,22,Nicolas et al.,
BSGatlas-TSS-2154,basu168,2730853,-,A,22,Nicolas et al.,
BSGatlas-TSS-2155,basu168,2732725,-,E,22,Nicolas et al.,
BSGatlas-TSS-2156,basu168,2733581,-,A,22,Nicolas et al.,
BSGatlas-TSS-2157,basu168,2734371,-,A,22,Nicolas et al.,
BSGatlas-TSS-2158,basu168,2736637,-,A,22,Nicolas et al.,
BSGatlas-TSS-2159,basu168,2736844,+,A,22,Nicolas et al.,
BSGatlas-TSS-2160,basu168,2738257,+,A,22,Nicolas et al.,
BSGatlas-TSS-2161,basu168,2739439,+,A,22,Nicolas et al.,
BSGatlas-TSS-2162,basu168,2739477,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2163,basu168,2740413,+,A,22,Nicolas et al.,
BSGatlas-TSS-2164,basu168,2740743,+,K,22,Nicolas et al.,
BSGatlas-TSS-2165,basu168,2742159,-,A,22,Nicolas et al.,
BSGatlas-TSS-2166,basu168,2742843,-,A,22,Nicolas et al.,
BSGatlas-TSS-2167,basu168,2746503,-,A,22,Nicolas et al.,
BSGatlas-TSS-2168,basu168,2746578,-,A,22,Nicolas et al.,
BSGatlas-TSS-2169,basu168,2747607,+,A,22,Nicolas et al.,
BSGatlas-TSS-2170,basu168,2748856,-,A,22,Nicolas et al.,
BSGatlas-TSS-2171,basu168,2749037,+,A,22,Nicolas et al.,
BSGatlas-TSS-2172,basu168,2751754,-,A,22,Nicolas et al.,
BSGatlas-TSS-2173,basu168,2752611,-,A,22,Nicolas et al.,
BSGatlas-TSS-2174,basu168,2752780,+,F,0,DBTBS,16497325
BSGatlas-TSS-2175,basu168,2755836,+,A,22,Nicolas et al.,
BSGatlas-TSS-2176,basu168,2755846,-,A,22,Nicolas et al.,
BSGatlas-TSS-2177,basu168,2755963,-,A,22,Nicolas et al.,
BSGatlas-TSS-2178,basu168,2756226,+,A,22,Nicolas et al.,
BSGatlas-TSS-2179,basu168,2757464,+,A,22,Nicolas et al.,
BSGatlas-TSS-2180,basu168,2762862,-,L,0,DBTBS,"2495266,1900939,17962296"
BSGatlas-TSS-2181,basu168,2766054,-,A,22,Nicolas et al.,
BSGatlas-TSS-2182,basu168,2766510,+,A,22,Nicolas et al.,
BSGatlas-TSS-2183,basu168,2768739,-,A,22,Nicolas et al.,
BSGatlas-TSS-2184,basu168,2768778,+,A,22,Nicolas et al.,
BSGatlas-TSS-2185,basu168,2769794,+,W,22,Nicolas et al.,
BSGatlas-TSS-2186,basu168,2771244,-,F,22,Nicolas et al.,
BSGatlas-TSS-2187,basu168,2773331,+,B,22,Nicolas et al.,
BSGatlas-TSS-2188,basu168,2773764,+,D,22,Nicolas et al.,
BSGatlas-TSS-2189,basu168,2775084,+,K,22,Nicolas et al.,
BSGatlas-TSS-2190,basu168,2778506,-,W,0,DBTBS,"9636707,9683469,12207695,17962296"
BSGatlas-TSS-2191,basu168,2778790,-,K,22,Nicolas et al.,
BSGatlas-TSS-2192,basu168,2779384,-,A,22,Nicolas et al.,
BSGatlas-TSS-2193,basu168,2780484,-,A,22,Nicolas et al.,
BSGatlas-TSS-2194,basu168,2780996,-,A,22,Nicolas et al.,
BSGatlas-TSS-2195,basu168,2781001,+,A,22,Nicolas et al.,
BSGatlas-TSS-2196,basu168,2787583,-,K,22,Nicolas et al.,
BSGatlas-TSS-2197,basu168,2788073,-,A,22,Nicolas et al.,
BSGatlas-TSS-2198,basu168,2788546,-,A,0,DBTBS,"16513748,17962296"
BSGatlas-TSS-2199,basu168,2788570,+,K,22,Nicolas et al.,
BSGatlas-TSS-2200,basu168,2788636,+,A,22,Nicolas et al.,
BSGatlas-TSS-2201,basu168,2789724,-,A,22,Nicolas et al.,
BSGatlas-TSS-2202,basu168,2790758,-,W,22,Nicolas et al.,
BSGatlas-TSS-2203,basu168,2791000,-,E,22,Nicolas et al.,
BSGatlas-TSS-2204,basu168,2791046,+,A,22,Nicolas et al.,
BSGatlas-TSS-2205,basu168,2791453,-,F,0,DBTBS,16497325
BSGatlas-TSS-2206,basu168,2792100,-,A,22,Nicolas et al.,
BSGatlas-TSS-2207,basu168,2792210,-,A,22,Nicolas et al.,
BSGatlas-TSS-2208,basu168,2792376,+,E,22,Nicolas et al.,
BSGatlas-TSS-2209,basu168,2795840,-,A,22,Nicolas et al.,
BSGatlas-TSS-2210,basu168,2797005,-,A,22,Nicolas et al.,
BSGatlas-TSS-2211,basu168,2797666,-,E,22,Nicolas et al.,
BSGatlas-TSS-2212,basu168,2798008,+,K,22,Nicolas et al.,
BSGatlas-TSS-2213,basu168,2798150,-,A,22,Nicolas et al.,
BSGatlas-TSS-2214,basu168,2800592,-,D,22,Nicolas et al.,
BSGatlas-TSS-2215,basu168,2801120,-,A,22,Nicolas et al.,
BSGatlas-TSS-2216,basu168,2802123,+,E,22,Nicolas et al.,
BSGatlas-TSS-2217,basu168,2802220,-,F,22,Nicolas et al.,
BSGatlas-TSS-2218,basu168,2805815,-,F,22,Nicolas et al.,
BSGatlas-TSS-2219,basu168,2806195,-,F,0,DBTBS,16497325
BSGatlas-TSS-2220,basu168,2806546,+,F,22,Nicolas et al.,
BSGatlas-TSS-2221,basu168,2811277,-,A,22,Nicolas et al.,
BSGatlas-TSS-2222,basu168,2812216,-,A,0,DBTBS,"16885442,17962296"
BSGatlas-TSS-2223,basu168,2812308,+,A,22,Nicolas et al.,
BSGatlas-TSS-2224,basu168,2814678,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2225,basu168,2814700,-,A,22,Nicolas et al.,
BSGatlas-TSS-2226,basu168,2818161,+,A,22,Nicolas et al.,
BSGatlas-TSS-2227,basu168,2818174,-,A,22,Nicolas et al.,
BSGatlas-TSS-2228,basu168,2818409,-,F,22,Nicolas et al.,
BSGatlas-TSS-2229,basu168,2818447,+,D,22,Nicolas et al.,
BSGatlas-TSS-2230,basu168,2822769,-,A,22,Nicolas et al.,
BSGatlas-TSS-2231,basu168,2822806,-,B,0,DBTBS,"9383190,17962296"
BSGatlas-TSS-2232,basu168,2823891,-,K,22,Nicolas et al.,
BSGatlas-TSS-2233,basu168,2825804,-,A,22,Nicolas et al.,
BSGatlas-TSS-2234,basu168,2826201,-,B,22,Nicolas et al.,
BSGatlas-TSS-2235,basu168,2826818,-,A,22,Nicolas et al.,
BSGatlas-TSS-2236,basu168,2828699,+,A,22,Nicolas et al.,
BSGatlas-TSS-2237,basu168,2829513,+,E,22,Nicolas et al.,
BSGatlas-TSS-2238,basu168,2829527,-,A,22,Nicolas et al.,
BSGatlas-TSS-2239,basu168,2830447,-,H,22,Nicolas et al.,
BSGatlas-TSS-2240,basu168,2831811,-,F,22,Nicolas et al.,
BSGatlas-TSS-2241,basu168,2831887,+,E,22,Nicolas et al.,
BSGatlas-TSS-2242,basu168,2832779,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2243,basu168,2832823,-,A,22,Nicolas et al.,
BSGatlas-TSS-2244,basu168,2836805,-,A,22,Nicolas et al.,
BSGatlas-TSS-2245,basu168,2837446,-,F,0,DBTBS,9025289
BSGatlas-TSS-2246,basu168,2838815,-,B,22,Nicolas et al.,
BSGatlas-TSS-2247,basu168,2839929,-,A,22,Nicolas et al.,
BSGatlas-TSS-2248,basu168,2840027,+,A,22,Nicolas et al.,
BSGatlas-TSS-2249,basu168,2840073,+,E,22,Nicolas et al.,
BSGatlas-TSS-2250,basu168,2840973,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2251,basu168,2841021,+,A,22,Nicolas et al.,
BSGatlas-TSS-2252,basu168,2841518,+,E,22,Nicolas et al.,
BSGatlas-TSS-2253,basu168,2841570,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2254,basu168,2843868,-,A,22,Nicolas et al.,
BSGatlas-TSS-2255,basu168,2844572,-,F,22,Nicolas et al.,
BSGatlas-TSS-2256,basu168,2845894,-,E,0,DBTBS,"10438771,17962296"
BSGatlas-TSS-2257,basu168,2846662,-,E,22,Nicolas et al.,
BSGatlas-TSS-2258,basu168,2846973,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2259,basu168,2849497,-,A,0,DBTBS,"8444804,17962296"
BSGatlas-TSS-2260,basu168,2849532,+,A,0,DBTBS,"8444804,17962296"
BSGatlas-TSS-2261,basu168,2849588,-,K,22,Nicolas et al.,
BSGatlas-TSS-2262,basu168,2850485,+,A,22,Nicolas et al.,
BSGatlas-TSS-2263,basu168,2854611,-,A,0,DBTBS,"2537815,17962296"
BSGatlas-TSS-2264,basu168,2855947,-,A,22,Nicolas et al.,
BSGatlas-TSS-2265,basu168,2857656,-,E,0,DBTBS,"1942049,17962296"
BSGatlas-TSS-2266,basu168,2857695,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2267,basu168,2861789,-,A,22,Nicolas et al.,
BSGatlas-TSS-2268,basu168,2863002,-,W,22,Nicolas et al.,
BSGatlas-TSS-2269,basu168,2863196,-,A,22,Nicolas et al.,
BSGatlas-TSS-2270,basu168,2864347,-,A,22,Nicolas et al.,
BSGatlas-TSS-2271,basu168,2865200,-,A,0,DBTBS,"1694528,17962296"
BSGatlas-TSS-2272,basu168,2869618,-,A,0,DBTBS,"9098041,17962296"
BSGatlas-TSS-2273,basu168,2869716,+,K,22,Nicolas et al.,
BSGatlas-TSS-2274,basu168,2869739,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2275,basu168,2872376,+,A,22,Nicolas et al.,
BSGatlas-TSS-2276,basu168,2872772,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2277,basu168,2872790,-,E,0,DBTBS,"8449878,17962296"
BSGatlas-TSS-2278,basu168,2879203,-,A,22,Nicolas et al.,
BSGatlas-TSS-2279,basu168,2879262,+,A,22,Nicolas et al.,
BSGatlas-TSS-2280,basu168,2879294,-,A,22,Nicolas et al.,
BSGatlas-TSS-2281,basu168,2879712,-,B,22,Nicolas et al.,
BSGatlas-TSS-2282,basu168,2879844,-,F,22,Nicolas et al.,
BSGatlas-TSS-2283,basu168,2882816,-,A,0,DBTBS,"7961402,17962296"
BSGatlas-TSS-2284,basu168,2882888,-,A,0,DBTBS,"7961402,17962296"
BSGatlas-TSS-2285,basu168,2884676,-,E,0,DBTBS,"11325926,17962296"
BSGatlas-TSS-2286,basu168,2886122,-,A,0,DBTBS,"8973311,17962296"
BSGatlas-TSS-2287,basu168,2887779,-,A,22,Nicolas et al.,
BSGatlas-TSS-2288,basu168,2888864,-,A,22,Nicolas et al.,
BSGatlas-TSS-2289,basu168,2890878,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2290,basu168,2892550,+,A,22,Nicolas et al.,
BSGatlas-TSS-2291,basu168,2894993,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2292,basu168,2897454,-,A,0,DBTBS,"1577690,17962296"
BSGatlas-TSS-2293,basu168,2897603,-,A,22,Nicolas et al.,
BSGatlas-TSS-2294,basu168,2897762,+,K,0,DBTBS,"15383836,17962296"
BSGatlas-TSS-2295,basu168,2898227,+,A,22,Nicolas et al.,
BSGatlas-TSS-2296,basu168,2898882,+,B,22,Nicolas et al.,
BSGatlas-TSS-2297,basu168,2899929,-,A,22,Nicolas et al.,
BSGatlas-TSS-2298,basu168,2901989,-,A,22,Nicolas et al.,
BSGatlas-TSS-2299,basu168,2903127,-,E,0,DBTBS,"12662922,17962296"
BSGatlas-TSS-2300,basu168,2904535,-,A,22,Nicolas et al.,
BSGatlas-TSS-2301,basu168,2905000,+,A,22,Nicolas et al.,
BSGatlas-TSS-2302,basu168,2905013,-,K,0,DBTBS,"2474075,17962296"
BSGatlas-TSS-2303,basu168,2908529,+,A,22,Nicolas et al.,
BSGatlas-TSS-2304,basu168,2908827,-,A,0,DBTBS,2495271
BSGatlas-TSS-2305,basu168,2909002,+,A,22,Nicolas et al.,
BSGatlas-TSS-2306,basu168,2909046,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2307,basu168,2911077,-,A,0,DBTBS,"3036830,17962296"
BSGatlas-TSS-2308,basu168,2912929,-,A,22,Nicolas et al.,
BSGatlas-TSS-2309,basu168,2913368,-,A,0,DBTBS,"9537387,17962296"
BSGatlas-TSS-2310,basu168,2913581,-,B,0,DBTBS,"9537387,10482513,17962296"
BSGatlas-TSS-2311,basu168,2915247,-,A,0,DBTBS,"14973026,17962296"
BSGatlas-TSS-2312,basu168,2918585,-,A,0,DBTBS,17189250
BSGatlas-TSS-2313,basu168,2920365,-,A,22,Nicolas et al.,
BSGatlas-TSS-2314,basu168,2925940,-,A,22,Nicolas et al.,
BSGatlas-TSS-2315,basu168,2925987,+,A,22,Nicolas et al.,
BSGatlas-TSS-2316,basu168,2926719,-,A,22,Nicolas et al.,
BSGatlas-TSS-2317,basu168,2930783,+,A,22,Nicolas et al.,
BSGatlas-TSS-2318,basu168,2930790,-,A,0,DBTBS,"2127701,17962296"
BSGatlas-TSS-2319,basu168,2931613,-,A,22,Nicolas et al.,
BSGatlas-TSS-2320,basu168,2931642,+,F,0,DBTBS,"10806362,17962296"
BSGatlas-TSS-2321,basu168,2931663,+,G,0,DBTBS,"10806362,17962296"
BSGatlas-TSS-2322,basu168,2931949,+,A,22,Nicolas et al.,
BSGatlas-TSS-2323,basu168,2933141,+,A,22,Nicolas et al.,
BSGatlas-TSS-2324,basu168,2933301,-,K,22,Nicolas et al.,
BSGatlas-TSS-2325,basu168,2936502,-,H,22,Nicolas et al.,
BSGatlas-TSS-2326,basu168,2938213,-,A,22,Nicolas et al.,
BSGatlas-TSS-2327,basu168,2939847,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2328,basu168,2948972,-,A,0,DBTBS,"9084180,17962296"
BSGatlas-TSS-2329,basu168,2950139,-,A,0,DBTBS,"14973026,17962296"
BSGatlas-TSS-2330,basu168,2951355,-,A,22,Nicolas et al.,
BSGatlas-TSS-2331,basu168,2951458,+,W,0,DBTBS,"9987136,12207695,17962296"
BSGatlas-TSS-2332,basu168,2953550,-,A,0,DBTBS,"17289755,17962296,21843271"
BSGatlas-TSS-2333,basu168,2953623,-,A,22,Nicolas et al.,
BSGatlas-TSS-2334,basu168,2953763,+,D,22,Nicolas et al.,
BSGatlas-TSS-2335,basu168,2955690,-,A,22,Nicolas et al.,
BSGatlas-TSS-2336,basu168,2958368,-,A,22,Nicolas et al.,
BSGatlas-TSS-2337,basu168,2958376,+,A,22,Nicolas et al.,
BSGatlas-TSS-2338,basu168,2961235,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2339,basu168,2961494,-,A,0,DBTBS,"8288542,17962296"
BSGatlas-TSS-2340,basu168,2962454,-,E,0,DBTBS,"12662922,17962296"
BSGatlas-TSS-2341,basu168,2965603,-,A,22,Nicolas et al.,
BSGatlas-TSS-2342,basu168,2966287,-,A,22,Nicolas et al.,
BSGatlas-TSS-2343,basu168,2966932,-,A,0,DBTBS,10844697
BSGatlas-TSS-2344,basu168,2966935,+,A,22,Nicolas et al.,
BSGatlas-TSS-2345,basu168,2967033,-,F,22,Nicolas et al.,
BSGatlas-TSS-2346,basu168,2968100,-,A,0,DBTBS,"15720552,17962296"
BSGatlas-TSS-2347,basu168,2968129,-,A,22,Nicolas et al.,
BSGatlas-TSS-2348,basu168,2968717,+,A,22,Nicolas et al.,
BSGatlas-TSS-2349,basu168,2968771,-,A,22,Nicolas et al.,
BSGatlas-TSS-2350,basu168,2969662,-,E,22,Nicolas et al.,
BSGatlas-TSS-2351,basu168,2970675,+,E,22,Nicolas et al.,
BSGatlas-TSS-2352,basu168,2975888,-,A,22,Nicolas et al.,
BSGatlas-TSS-2353,basu168,2978545,-,B,0,DBTBS,"15205429,17962296"
BSGatlas-TSS-2354,basu168,2978560,-,E,0,DBTBS,"15205429,17962296"
BSGatlas-TSS-2355,basu168,2978571,-,A,0,DBTBS,"14762014,15205429"
BSGatlas-TSS-2356,basu168,2978591,-,A,0,DBTBS,"14762014,15205429"
BSGatlas-TSS-2357,basu168,2978616,-,A,0,DBTBS,15205429
BSGatlas-TSS-2358,basu168,2978697,-,A,0,DBTBS,16452408
BSGatlas-TSS-2359,basu168,2980784,-,A,22,Nicolas et al.,
BSGatlas-TSS-2360,basu168,2981069,-,A,0,DBTBS,8045899
BSGatlas-TSS-2361,basu168,2982119,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2362,basu168,2982455,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-2363,basu168,2982463,-,A,0,DBTBS,"8045899,17962296"
BSGatlas-TSS-2364,basu168,2983094,-,K,22,Nicolas et al.,
BSGatlas-TSS-2365,basu168,2983126,+,E,0,DBTBS,"12662922,17962296"
BSGatlas-TSS-2366,basu168,2987649,-,A,22,Nicolas et al.,
BSGatlas-TSS-2367,basu168,2989552,+,E,22,Nicolas et al.,
BSGatlas-TSS-2368,basu168,2989649,-,A,22,Nicolas et al.,
BSGatlas-TSS-2369,basu168,2991249,-,A,22,Nicolas et al.,
BSGatlas-TSS-2370,basu168,2992302,+,W,22,Nicolas et al.,
BSGatlas-TSS-2371,basu168,2992509,-,A,22,Nicolas et al.,
BSGatlas-TSS-2372,basu168,2994665,-,A,22,Nicolas et al.,
BSGatlas-TSS-2373,basu168,2994737,+,E,0,DBTBS,"12662922,17962296"
BSGatlas-TSS-2374,basu168,2995648,+,A,22,Nicolas et al.,
BSGatlas-TSS-2375,basu168,2996284,+,K,22,Nicolas et al.,
BSGatlas-TSS-2376,basu168,2996680,+,B,22,Nicolas et al.,
BSGatlas-TSS-2377,basu168,2996884,-,A,22,Nicolas et al.,
BSGatlas-TSS-2378,basu168,2998667,-,A,22,Nicolas et al.,
BSGatlas-TSS-2379,basu168,3006426,+,A,22,Nicolas et al.,
BSGatlas-TSS-2380,basu168,3008841,-,A,0,DBTBS,"16109943,15937167,15272571"
BSGatlas-TSS-2381,basu168,3008842,-,A,0,BsubCyc,"15937167,16109943,17962296"
BSGatlas-TSS-2382,basu168,3008857,+,A,0,DBTBS,"15937167,17962296"
BSGatlas-TSS-2383,basu168,3008860,+,A,0,DBTBS,"16109943,17962296"
BSGatlas-TSS-2384,basu168,3011495,-,A,22,Nicolas et al.,
BSGatlas-TSS-2385,basu168,3014421,-,A,22,Nicolas et al.,
